idx,prompt,label_text,label,original_label,group,group_text,top1,topk_set,avgk_set,conformal_marginal_set,conformal_conditional_set,corr_ans_text,topk_text,avgk_text,conformal_marginal_text,conformal_conditional_text
115,images/ravdess_subset/Actor_07/03-01-05-02-01-01-07.wav,Angry,5,4,0,Male,5,5 6 7,5,5,5,The best answer is 5. Angry.,5. Angry  6. Fearful  7. Disgust,5. Angry,5. Angry,5. Angry
95,images/ravdess_subset/Actor_10/03-01-05-02-02-02-10.wav,Angry,5,4,1,Female,5,5 7 8,5,5,5,The best answer is 5. Angry.,5. Angry  7. Disgust  8. Surprised,5. Angry,5. Angry,5. Angry
9,images/ravdess_subset/Actor_13/03-01-05-01-01-01-13.wav,Angry,5,4,0,Male,5,5 7 8,5,5,5,The best answer is 5. Angry.,5. Angry  7. Disgust  8. Surprised,5. Angry,5. Angry,5. Angry
12,images/ravdess_subset/Actor_02/03-01-05-02-01-02-02.wav,Angry,5,4,1,Female,5,5 7 8,5,5,5,The best answer is 5. Angry.,5. Angry  7. Disgust  8. Surprised,5. Angry,5. Angry,5. Angry
75,images/ravdess_subset/Actor_17/03-01-05-02-01-01-17.wav,Angry,5,4,0,Male,5,5 7 8,5,5,5,The best answer is 5. Angry.,5. Angry  7. Disgust  8. Surprised,5. Angry,5. Angry,5. Angry
90,images/ravdess_subset/Actor_12/03-01-05-01-01-01-12.wav,Angry,5,4,1,Female,5,2 5 7,2 5 7,2 5 7,2 5 7,The best answer is 5. Angry.,2. Calm  5. Angry  7. Disgust,2. Calm  5. Angry  7. Disgust,2. Calm  5. Angry  7. Disgust,2. Calm  5. Angry  7. Disgust
234,images/ravdess_subset/Actor_16/03-01-05-01-02-01-16.wav,Angry,5,4,1,Female,5,5 7 8,5,5,5,The best answer is 5. Angry.,5. Angry  7. Disgust  8. Surprised,5. Angry,5. Angry,5. Angry
235,images/ravdess_subset/Actor_03/03-01-05-01-01-02-03.wav,Angry,5,4,0,Male,5,5 7 8,5,5,5,The best answer is 5. Angry.,5. Angry  7. Disgust  8. Surprised,5. Angry,5. Angry,5. Angry
237,images/ravdess_subset/Actor_06/03-01-05-02-02-01-06.wav,Angry,5,4,1,Female,5,3 5 7,5,5,5,The best answer is 5. Angry.,3. Happy  5. Angry  7. Disgust,5. Angry,5. Angry,5. Angry
168,images/ravdess_subset/Actor_18/03-01-05-01-02-01-18.wav,Angry,5,4,1,Female,5,5 7 8,5,5,5,The best answer is 5. Angry.,5. Angry  7. Disgust  8. Surprised,5. Angry,5. Angry,5. Angry
174,images/ravdess_subset/Actor_07/03-01-05-01-02-02-07.wav,Angry,5,4,0,Male,5,5 7 8,5,5,5,The best answer is 5. Angry.,5. Angry  7. Disgust  8. Surprised,5. Angry,5. Angry,5. Angry
228,images/ravdess_subset/Actor_13/03-01-05-01-02-01-13.wav,Angry,5,4,0,Male,5,5 7 8,5,5,5,The best answer is 5. Angry.,5. Angry  7. Disgust  8. Surprised,5. Angry,5. Angry,5. Angry
24,images/ravdess_subset/Actor_01/03-01-05-02-02-01-01.wav,Angry,5,4,0,Male,5,3 5 7,5,5,5,The best answer is 5. Angry.,3. Happy  5. Angry  7. Disgust,5. Angry,5. Angry,5. Angry
26,images/ravdess_subset/Actor_07/03-01-05-02-02-02-07.wav,Angry,5,4,0,Male,5,3 5 7,5,5,5,The best answer is 5. Angry.,3. Happy  5. Angry  7. Disgust,5. Angry,5. Angry,5. Angry
28,images/ravdess_subset/Actor_09/03-01-05-01-02-02-09.wav,Angry,5,4,0,Male,5,3 5 7,5,5,5,The best answer is 5. Angry.,3. Happy  5. Angry  7. Disgust,5. Angry,5. Angry,5. Angry
316,images/ravdess_subset/Actor_16/03-01-05-02-01-01-16.wav,Angry,5,4,1,Female,5,5 7 8,5,5,5,The best answer is 5. Angry.,5. Angry  7. Disgust  8. Surprised,5. Angry,5. Angry,5. Angry
160,images/ravdess_subset/Actor_12/03-01-05-02-01-01-12.wav,Angry,5,4,1,Female,5,5 7 8,5,5,5,The best answer is 5. Angry.,5. Angry  7. Disgust  8. Surprised,5. Angry,5. Angry,5. Angry
302,images/ravdess_subset/Actor_21/03-01-05-02-02-02-21.wav,Angry,5,4,0,Male,5,3 5 7,5,5,5,The best answer is 5. Angry.,3. Happy  5. Angry  7. Disgust,5. Angry,5. Angry,5. Angry
313,images/ravdess_subset/Actor_19/03-01-05-02-01-02-19.wav,Angry,5,4,0,Male,5,3 5 7,5,5,5,The best answer is 5. Angry.,3. Happy  5. Angry  7. Disgust,5. Angry,5. Angry,5. Angry
34,images/ravdess_subset/Actor_03/03-01-05-01-02-02-03.wav,Angry,5,4,0,Male,5,3 5 7,5,5,5,The best answer is 5. Angry.,3. Happy  5. Angry  7. Disgust,5. Angry,5. Angry,5. Angry
329,images/ravdess_subset/Actor_17/03-01-05-02-02-02-17.wav,Angry,5,4,0,Male,5,5 7 8,5,5,5,The best answer is 5. Angry.,5. Angry  7. Disgust  8. Surprised,5. Angry,5. Angry,5. Angry
134,images/ravdess_subset/Actor_22/03-01-05-01-01-02-22.wav,Angry,5,4,1,Female,5,5 7 8,5,5,5,The best answer is 5. Angry.,5. Angry  7. Disgust  8. Surprised,5. Angry,5. Angry,5. Angry
136,images/ravdess_subset/Actor_02/03-01-05-02-02-01-02.wav,Angry,5,4,1,Female,5,5 7 8,5,5,5,The best answer is 5. Angry.,5. Angry  7. Disgust  8. Surprised,5. Angry,5. Angry,5. Angry
138,images/ravdess_subset/Actor_19/03-01-05-02-01-01-19.wav,Angry,5,4,0,Male,5,3 5 7,5,5,5,The best answer is 5. Angry.,3. Happy  5. Angry  7. Disgust,5. Angry,5. Angry,5. Angry
245,images/ravdess_subset/Actor_20/03-01-05-02-02-01-20.wav,Angry,5,4,1,Female,5,5 7 8,5,5,5,The best answer is 5. Angry.,5. Angry  7. Disgust  8. Surprised,5. Angry,5. Angry,5. Angry
6,images/ravdess_subset/Actor_08/03-01-06-02-01-02-08.wav,Fearful,6,5,1,Female,6,3 4 6,3 6,3 6,3 6,The best answer is 6. Fearful.,3. Happy  4. Sad  6. Fearful,3. Happy  6. Fearful,3. Happy  6. Fearful,3. Happy  6. Fearful
92,images/ravdess_subset/Actor_01/03-01-06-02-02-02-01.wav,Fearful,6,5,0,Male,6,3 6 8,3 6,3 6 8,3 6 8,The best answer is 6. Fearful.,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised
98,images/ravdess_subset/Actor_03/03-01-06-01-02-02-03.wav,Fearful,6,5,0,Male,6,3 4 6,3 6,3 4 6,3 4 6,The best answer is 6. Fearful.,3. Happy  4. Sad  6. Fearful,3. Happy  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful
99,images/ravdess_subset/Actor_23/03-01-06-01-02-02-23.wav,Fearful,6,5,0,Male,4,3 4 6,3 4,3 4,3 4 6,The best answer is 6. Fearful.,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad,3. Happy  4. Sad,3. Happy  4. Sad  6. Fearful
344,images/ravdess_subset/Actor_14/03-01-06-01-02-02-14.wav,Fearful,6,5,1,Female,6,3 4 6,3 6,3 4 6,3 6,The best answer is 6. Fearful.,3. Happy  4. Sad  6. Fearful,3. Happy  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  6. Fearful
10,images/ravdess_subset/Actor_16/03-01-06-01-01-01-16.wav,Fearful,6,5,1,Female,6,3 6 8,3 6 8,3 6 8,3 6,The best answer is 6. Fearful.,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful
227,images/ravdess_subset/Actor_22/03-01-06-02-02-01-22.wav,Fearful,6,5,1,Female,6,3 4 6,3 4 6,3 4 6,3 4 6,The best answer is 6. Fearful.,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful
299,images/ravdess_subset/Actor_06/03-01-06-01-01-02-06.wav,Fearful,6,5,1,Female,8,3 6 8,3 6 8,3 6 8,3 6 8,The best answer is 6. Fearful.,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised
61,images/ravdess_subset/Actor_17/03-01-06-02-02-02-17.wav,Fearful,6,5,0,Male,6,3 6 8,3 6 8,3 6 8,3 6 8,The best answer is 6. Fearful.,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised
271,images/ravdess_subset/Actor_18/03-01-06-01-01-01-18.wav,Fearful,6,5,1,Female,6,3 4 6,3 6,3 6,3 6,The best answer is 6. Fearful.,3. Happy  4. Sad  6. Fearful,3. Happy  6. Fearful,3. Happy  6. Fearful,3. Happy  6. Fearful
273,images/ravdess_subset/Actor_07/03-01-06-02-01-01-07.wav,Fearful,6,5,0,Male,6,3 6 8,3 6,3 6 8,3 6 8,The best answer is 6. Fearful.,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised
274,images/ravdess_subset/Actor_01/03-01-06-01-02-01-01.wav,Fearful,6,5,0,Male,3,3 4 6,3 4 6,3 4 6,3 4 6,The best answer is 6. Fearful.,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful
265,images/ravdess_subset/Actor_09/03-01-06-02-01-02-09.wav,Fearful,6,5,0,Male,6,3 6 8,3 6 8,3 6 8,3 6 8,The best answer is 6. Fearful.,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised
200,images/ravdess_subset/Actor_01/03-01-06-01-01-01-01.wav,Fearful,6,5,0,Male,3,3 4 6,3 4 6,3 4 6,3 4 6,The best answer is 6. Fearful.,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful
194,images/ravdess_subset/Actor_06/03-01-06-02-02-02-06.wav,Fearful,6,5,1,Female,6,3 5 6,3 5 6,3 5 6,3 5 6,The best answer is 6. Fearful.,3. Happy  5. Angry  6. Fearful,3. Happy  5. Angry  6. Fearful,3. Happy  5. Angry  6. Fearful,3. Happy  5. Angry  6. Fearful
79,images/ravdess_subset/Actor_08/03-01-06-01-01-01-08.wav,Fearful,6,5,1,Female,6,3 6 8,3 6,3 6 8,3 6,The best answer is 6. Fearful.,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful
119,images/ravdess_subset/Actor_13/03-01-06-01-01-02-13.wav,Fearful,6,5,0,Male,8,3 6 8,3 8,3 8,3 6 8,The best answer is 6. Fearful.,3. Happy  6. Fearful  8. Surprised,3. Happy  8. Surprised,3. Happy  8. Surprised,3. Happy  6. Fearful  8. Surprised
110,images/ravdess_subset/Actor_07/03-01-06-01-01-01-07.wav,Fearful,6,5,0,Male,6,3 4 6,3 4 6,3 4 6,3 4 6,The best answer is 6. Fearful.,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful
251,images/ravdess_subset/Actor_13/03-01-06-02-01-02-13.wav,Fearful,6,5,0,Male,6,3 6 8,3 6 8,3 6 8,3 6 8,The best answer is 6. Fearful.,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised
240,images/ravdess_subset/Actor_04/03-01-06-01-01-02-04.wav,Fearful,6,5,1,Female,6,3 6 8,3 6 8,3 6 8,3 6 8,The best answer is 6. Fearful.,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised
233,images/ravdess_subset/Actor_20/03-01-06-02-01-02-20.wav,Fearful,6,5,1,Female,6,3 5 6,3 6,3 5 6,3 5 6,The best answer is 6. Fearful.,3. Happy  5. Angry  6. Fearful,3. Happy  6. Fearful,3. Happy  5. Angry  6. Fearful,3. Happy  5. Angry  6. Fearful
309,images/ravdess_subset/Actor_23/03-01-06-02-02-01-23.wav,Fearful,6,5,0,Male,6,3 6 8,3 5 6 8,3 6 8,3 6 8,The best answer is 6. Fearful.,3. Happy  6. Fearful  8. Surprised,3. Happy  5. Angry  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised
185,images/ravdess_subset/Actor_20/03-01-06-02-01-01-20.wav,Fearful,6,5,1,Female,6,3 4 6,3 6,3 6,3 6,The best answer is 6. Fearful.,3. Happy  4. Sad  6. Fearful,3. Happy  6. Fearful,3. Happy  6. Fearful,3. Happy  6. Fearful
187,images/ravdess_subset/Actor_18/03-01-06-01-02-02-18.wav,Fearful,6,5,1,Female,6,3 4 6,3 4 6,3 4 6,3 4 6,The best answer is 6. Fearful.,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful
173,images/ravdess_subset/Actor_17/03-01-06-02-02-01-17.wav,Fearful,6,5,0,Male,8,3 6 8,3 5 6 8,3 6 8,3 6 8,The best answer is 6. Fearful.,3. Happy  6. Fearful  8. Surprised,3. Happy  5. Angry  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised
176,images/ravdess_subset/Actor_14/03-01-06-01-01-01-14.wav,Fearful,6,5,1,Female,6,3 4 6,3 4 6,3 4 6,3 4 6,The best answer is 6. Fearful.,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful
318,images/ravdess_subset/Actor_24/03-01-06-02-02-02-24.wav,Fearful,6,5,1,Female,6,3 6 8,3 6 8,3 6 8,3 6,The best answer is 6. Fearful.,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful
320,images/ravdess_subset/Actor_22/03-01-06-01-01-01-22.wav,Fearful,6,5,1,Female,4,2 3 4,4,2 4,4,The best answer is 6. Fearful.,2. Calm  3. Happy  4. Sad,4. Sad,2. Calm  4. Sad,4. Sad
137,images/ravdess_subset/Actor_02/03-01-06-01-01-01-02.wav,Fearful,6,5,1,Female,6,3 4 6,3 4 6,3 4 6,3 4 6,The best answer is 6. Fearful.,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful
139,images/ravdess_subset/Actor_16/03-01-06-02-02-02-16.wav,Fearful,6,5,1,Female,6,3 4 6,3 6,3 6,3 6,The best answer is 6. Fearful.,3. Happy  4. Sad  6. Fearful,3. Happy  6. Fearful,3. Happy  6. Fearful,3. Happy  6. Fearful
255,images/ravdess_subset/Actor_18/03-01-06-02-01-01-18.wav,Fearful,6,5,1,Female,6,3 4 6,3 4 6,3 4 6,3 6,The best answer is 6. Fearful.,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  6. Fearful
259,images/ravdess_subset/Actor_22/03-01-06-02-01-01-22.wav,Fearful,6,5,1,Female,6,3 6 8,3 6,3 6,3 6,The best answer is 6. Fearful.,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful,3. Happy  6. Fearful,3. Happy  6. Fearful
179,images/ravdess_subset/Actor_21/03-01-06-02-02-02-21.wav,Fearful,6,5,0,Male,6,3 6 8,3 6,3 6 8,3 6 8,The best answer is 6. Fearful.,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised
169,images/ravdess_subset/Actor_10/03-01-06-02-01-01-10.wav,Fearful,6,5,1,Female,6,3 6 8,3 6,3 6 8,3 6,The best answer is 6. Fearful.,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful
82,images/ravdess_subset/Actor_13/03-01-06-02-02-02-13.wav,Fearful,6,5,0,Male,4,3 4 6,3 4 6,3 4 6,3 4 6,The best answer is 6. Fearful.,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful
326,images/ravdess_subset/Actor_19/03-01-06-01-02-01-19.wav,Fearful,6,5,0,Male,6,3 6 8,3 6 8,3 6 8,3 6 8,The best answer is 6. Fearful.,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised
59,images/ravdess_subset/Actor_18/03-01-06-01-02-01-18.wav,Fearful,6,5,1,Female,6,3 4 6,3 4 6,3 4 6,3 4 6,The best answer is 6. Fearful.,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful
44,images/ravdess_subset/Actor_23/03-01-06-01-01-01-23.wav,Fearful,6,5,0,Male,3,3 4 6,3 4 6,3 4 6,3 4 6,The best answer is 6. Fearful.,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful
335,images/ravdess_subset/Actor_21/03-01-06-01-02-01-21.wav,Fearful,6,5,0,Male,4,3 4 6,3 4 6,3 4 6,3 4 6,The best answer is 6. Fearful.,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful,3. Happy  4. Sad  6. Fearful
37,images/ravdess_subset/Actor_12/03-01-06-02-02-01-12.wav,Fearful,6,5,1,Female,6,3 6 8,3 5 6 8,3 6 8,3 6 8,The best answer is 6. Fearful.,3. Happy  6. Fearful  8. Surprised,3. Happy  5. Angry  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful  8. Surprised
42,images/ravdess_subset/Actor_01/03-01-06-02-02-01-01.wav,Fearful,6,5,0,Male,6,3 6 8,3 6,3 6,3 6 8,The best answer is 6. Fearful.,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful,3. Happy  6. Fearful,3. Happy  6. Fearful  8. Surprised
43,images/ravdess_subset/Actor_07/03-01-06-02-02-01-07.wav,Fearful,6,5,0,Male,6,3 6 8,3 6,3 6,3 6 8,The best answer is 6. Fearful.,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful,3. Happy  6. Fearful,3. Happy  6. Fearful  8. Surprised
4,images/ravdess_subset/Actor_04/03-01-06-02-01-02-04.wav,Fearful,6,5,1,Female,6,3 6 8,3 6,3 6 8,3 6,The best answer is 6. Fearful.,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful,3. Happy  6. Fearful  8. Surprised,3. Happy  6. Fearful
2,images/ravdess_subset/Actor_12/03-01-06-02-01-01-12.wav,Fearful,6,5,1,Female,6,3 4 6,3 6,3 6,3 6,The best answer is 6. Fearful.,3. Happy  4. Sad  6. Fearful,3. Happy  6. Fearful,3. Happy  6. Fearful,3. Happy  6. Fearful
1,images/ravdess_subset/Actor_23/03-01-06-01-02-01-23.wav,Fearful,6,5,0,Male,4,1 2 4,2 4,2 4,1 2 4,The best answer is 6. Fearful.,1. Neutral  2. Calm  4. Sad,2. Calm  4. Sad,2. Calm  4. Sad,1. Neutral  2. Calm  4. Sad
32,images/ravdess_subset/Actor_22/03-01-07-02-01-02-22.wav,Disgust,7,6,1,Female,7,2 5 7,5 7,7,7,The best answer is 7. Disgust.,2. Calm  5. Angry  7. Disgust,5. Angry  7. Disgust,7. Disgust,7. Disgust
21,images/ravdess_subset/Actor_20/03-01-07-02-01-01-20.wav,Disgust,7,6,1,Female,7,2 5 7,7,7,7,The best answer is 7. Disgust.,2. Calm  5. Angry  7. Disgust,7. Disgust,7. Disgust,7. Disgust
55,images/ravdess_subset/Actor_14/03-01-07-02-02-01-14.wav,Disgust,7,6,1,Female,7,2 5 7,7,7,7,The best answer is 7. Disgust.,2. Calm  5. Angry  7. Disgust,7. Disgust,7. Disgust,7. Disgust
157,images/ravdess_subset/Actor_20/03-01-07-01-01-01-20.wav,Disgust,7,6,1,Female,7,2 5 7,7,7,7,The best answer is 7. Disgust.,2. Calm  5. Angry  7. Disgust,7. Disgust,7. Disgust,7. Disgust
163,images/ravdess_subset/Actor_10/03-01-07-02-01-02-10.wav,Disgust,7,6,1,Female,5,2 5 7,5 7,5 7,5 7,The best answer is 7. Disgust.,2. Calm  5. Angry  7. Disgust,5. Angry  7. Disgust,5. Angry  7. Disgust,5. Angry  7. Disgust
154,images/ravdess_subset/Actor_01/03-01-07-02-01-02-01.wav,Disgust,7,6,0,Male,7,2 4 7,4 7,2 4 7,2 4 7,The best answer is 7. Disgust.,2. Calm  4. Sad  7. Disgust,4. Sad  7. Disgust,2. Calm  4. Sad  7. Disgust,2. Calm  4. Sad  7. Disgust
141,images/ravdess_subset/Actor_15/03-01-07-02-01-02-15.wav,Disgust,7,6,0,Male,7,2 4 7,7,7,2 4 7,The best answer is 7. Disgust.,2. Calm  4. Sad  7. Disgust,7. Disgust,7. Disgust,2. Calm  4. Sad  7. Disgust
143,images/ravdess_subset/Actor_09/03-01-07-02-01-02-09.wav,Disgust,7,6,0,Male,7,2 4 7,7,7,7,The best answer is 7. Disgust.,2. Calm  4. Sad  7. Disgust,7. Disgust,7. Disgust,7. Disgust
317,images/ravdess_subset/Actor_14/03-01-07-01-02-01-14.wav,Disgust,7,6,1,Female,7,2 5 7,7,7,7,The best answer is 7. Disgust.,2. Calm  5. Angry  7. Disgust,7. Disgust,7. Disgust,7. Disgust
249,images/ravdess_subset/Actor_17/03-01-07-01-02-02-17.wav,Disgust,7,6,0,Male,7,2 5 7,7,7,7,The best answer is 7. Disgust.,2. Calm  5. Angry  7. Disgust,7. Disgust,7. Disgust,7. Disgust
308,images/ravdess_subset/Actor_22/03-01-07-01-01-01-22.wav,Disgust,7,6,1,Female,7,2 5 7,2 7,2 7,2 7,The best answer is 7. Disgust.,2. Calm  5. Angry  7. Disgust,2. Calm  7. Disgust,2. Calm  7. Disgust,2. Calm  7. Disgust
310,images/ravdess_subset/Actor_18/03-01-07-01-02-02-18.wav,Disgust,7,6,1,Female,7,2 5 7,5 7,5 7,7,The best answer is 7. Disgust.,2. Calm  5. Angry  7. Disgust,5. Angry  7. Disgust,5. Angry  7. Disgust,7. Disgust
304,images/ravdess_subset/Actor_03/03-01-07-01-02-01-03.wav,Disgust,7,6,0,Male,7,2 5 7,7,7,7,The best answer is 7. Disgust.,2. Calm  5. Angry  7. Disgust,7. Disgust,7. Disgust,7. Disgust
127,images/ravdess_subset/Actor_23/03-01-07-02-01-01-23.wav,Disgust,7,6,0,Male,7,2 5 7,5 7,5 7,7,The best answer is 7. Disgust.,2. Calm  5. Angry  7. Disgust,5. Angry  7. Disgust,5. Angry  7. Disgust,7. Disgust
128,images/ravdess_subset/Actor_12/03-01-07-02-01-02-12.wav,Disgust,7,6,1,Female,7,2 5 7,7,7,7,The best answer is 7. Disgust.,2. Calm  5. Angry  7. Disgust,7. Disgust,7. Disgust,7. Disgust
85,images/ravdess_subset/Actor_09/03-01-07-01-01-01-09.wav,Disgust,7,6,0,Male,7,2 4 7,7,7,7,The best answer is 7. Disgust.,2. Calm  4. Sad  7. Disgust,7. Disgust,7. Disgust,7. Disgust
86,images/ravdess_subset/Actor_12/03-01-07-01-02-01-12.wav,Disgust,7,6,1,Female,2,1 2 7,2,2,2,The best answer is 7. Disgust.,1. Neutral  2. Calm  7. Disgust,2. Calm,2. Calm,2. Calm
88,images/ravdess_subset/Actor_19/03-01-07-02-02-01-19.wav,Disgust,7,6,0,Male,5,2 5 7,5 7,5 7,5 7,The best answer is 7. Disgust.,2. Calm  5. Angry  7. Disgust,5. Angry  7. Disgust,5. Angry  7. Disgust,5. Angry  7. Disgust
76,images/ravdess_subset/Actor_05/03-01-07-02-01-01-05.wav,Disgust,7,6,0,Male,7,2 5 7,5 7,7,5 7,The best answer is 7. Disgust.,2. Calm  5. Angry  7. Disgust,5. Angry  7. Disgust,7. Disgust,5. Angry  7. Disgust
80,images/ravdess_subset/Actor_18/03-01-07-02-02-02-18.wav,Disgust,7,6,1,Female,7,2 5 7,5 7,5 7,5 7,The best answer is 7. Disgust.,2. Calm  5. Angry  7. Disgust,5. Angry  7. Disgust,5. Angry  7. Disgust,5. Angry  7. Disgust
131,images/ravdess_subset/Actor_15/03-01-07-01-02-02-15.wav,Disgust,7,6,0,Male,5,5 7 8,5,5,5 7,The best answer is 7. Disgust.,5. Angry  7. Disgust  8. Surprised,5. Angry,5. Angry,5. Angry  7. Disgust
116,images/ravdess_subset/Actor_21/03-01-07-02-01-01-21.wav,Disgust,7,6,0,Male,7,2 5 7,5 7,5 7,5 7,The best answer is 7. Disgust.,2. Calm  5. Angry  7. Disgust,5. Angry  7. Disgust,5. Angry  7. Disgust,5. Angry  7. Disgust
120,images/ravdess_subset/Actor_09/03-01-07-01-02-01-09.wav,Disgust,7,6,0,Male,7,2 4 7,2 4 7,2 4 7,2 4 7,The best answer is 7. Disgust.,2. Calm  4. Sad  7. Disgust,2. Calm  4. Sad  7. Disgust,2. Calm  4. Sad  7. Disgust,2. Calm  4. Sad  7. Disgust
52,images/ravdess_subset/Actor_23/03-01-07-01-02-01-23.wav,Disgust,7,6,0,Male,7,2 5 7,7,7,7,The best answer is 7. Disgust.,2. Calm  5. Angry  7. Disgust,7. Disgust,7. Disgust,7. Disgust
207,images/ravdess_subset/Actor_13/03-01-07-02-01-01-13.wav,Disgust,7,6,0,Male,7,2 5 7,7,7,7,The best answer is 7. Disgust.,2. Calm  5. Angry  7. Disgust,7. Disgust,7. Disgust,7. Disgust
197,images/ravdess_subset/Actor_22/03-01-07-02-02-01-22.wav,Disgust,7,6,1,Female,7,2 5 7,7,7,7,The best answer is 7. Disgust.,2. Calm  5. Angry  7. Disgust,7. Disgust,7. Disgust,7. Disgust
203,images/ravdess_subset/Actor_20/03-01-07-02-02-02-20.wav,Disgust,7,6,1,Female,7,2 5 7,5 7,5 7,5 7,The best answer is 7. Disgust.,2. Calm  5. Angry  7. Disgust,5. Angry  7. Disgust,5. Angry  7. Disgust,5. Angry  7. Disgust
183,images/ravdess_subset/Actor_15/03-01-07-02-01-01-15.wav,Disgust,7,6,0,Male,5,2 5 7,5 7,5 7,5 7,The best answer is 7. Disgust.,2. Calm  5. Angry  7. Disgust,5. Angry  7. Disgust,5. Angry  7. Disgust,5. Angry  7. Disgust
322,images/ravdess_subset/Actor_06/03-01-07-01-01-01-06.wav,Disgust,7,6,1,Female,7,2 4 7,7,7,7,The best answer is 7. Disgust.,2. Calm  4. Sad  7. Disgust,7. Disgust,7. Disgust,7. Disgust
101,images/ravdess_subset/Actor_21/03-01-07-02-02-02-21.wav,Disgust,7,6,0,Male,7,2 5 7,5 7,5 7,5 7,The best answer is 7. Disgust.,2. Calm  5. Angry  7. Disgust,5. Angry  7. Disgust,5. Angry  7. Disgust,5. Angry  7. Disgust
