idx,prompt,label_text,label,original_label,group,group_text,top1,topk_set,avgk_set,conformal_marginal_set,conformal_conditional_set,corr_ans_text,topk_text,avgk_text,conformal_marginal_text,conformal_conditional_text
1160,data/facet/images/imgs_3/sa_9211257.jpg,Hairdresser,9,8,1,Middle,11,4 11 16,4 11 16,4 9 11 16,4 9 11 16,The best answer is 9. Hairdresser.,4. Craftsman  11. Laborer  16. Salesperson,4. Craftsman  11. Laborer  16. Salesperson,4. Craftsman  9. Hairdresser  11. Laborer  16. Salesperson,4. Craftsman  9. Hairdresser  11. Laborer  16. Salesperson
405,data/facet/images/imgs_3/sa_6732745.jpg,Hairdresser,9,8,3,Unknown,9,4 9 11,9,9,9,The best answer is 9. Hairdresser.,4. Craftsman  9. Hairdresser  11. Laborer,9. Hairdresser,9. Hairdresser,9. Hairdresser
1057,data/facet/images/imgs_3/sa_8320636.jpg,Hairdresser,9,8,0,Younger,9,3 9 16,9,9,9,The best answer is 9. Hairdresser.,3. Computer User  9. Hairdresser  16. Salesperson,9. Hairdresser,9. Hairdresser,9. Hairdresser
234,data/facet/images/imgs_3/sa_5073589.jpg,Hairdresser,9,8,1,Middle,9,4 9 14,9,9,9,The best answer is 9. Hairdresser.,4. Craftsman  9. Hairdresser  14. Painter,9. Hairdresser,9. Hairdresser,9. Hairdresser
1152,data/facet/images/imgs_3/sa_939251.jpg,Hairdresser,9,8,1,Middle,9,4 9 15,9,9,9,The best answer is 9. Hairdresser.,4. Craftsman  9. Hairdresser  15. Repairman,9. Hairdresser,9. Hairdresser,9. Hairdresser
816,data/facet/images/imgs_3/sa_8740609.jpg,Hairdresser,9,8,0,Younger,9,9 14 15,9,4 9 14 15,9,The best answer is 9. Hairdresser.,9. Hairdresser  14. Painter  15. Repairman,9. Hairdresser,4. Craftsman  9. Hairdresser  14. Painter  15. Repairman,9. Hairdresser
1274,data/facet/images/imgs_3/sa_5833346.jpg,Hairdresser,9,8,1,Middle,9,4 9 11,9,9,9,The best answer is 9. Hairdresser.,4. Craftsman  9. Hairdresser  11. Laborer,9. Hairdresser,9. Hairdresser,9. Hairdresser
1275,data/facet/images/imgs_3/sa_7807377.jpg,Hairdresser,9,8,1,Middle,9,9 11 17,9 11 15 17,9 11 15 17,9 11 15 17,The best answer is 9. Hairdresser.,9. Hairdresser  11. Laborer  17. Singer,9. Hairdresser  11. Laborer  15. Repairman  17. Singer,9. Hairdresser  11. Laborer  15. Repairman  17. Singer,9. Hairdresser  11. Laborer  15. Repairman  17. Singer
1078,data/facet/images/imgs_3/sa_9396486.jpg,Hairdresser,9,8,1,Middle,9,4 9 11,9,9,4 9,The best answer is 9. Hairdresser.,4. Craftsman  9. Hairdresser  11. Laborer,9. Hairdresser,9. Hairdresser,4. Craftsman  9. Hairdresser
995,data/facet/images/imgs_3/sa_6378150.jpg,Hairdresser,9,8,1,Middle,9,9 11 16,9 11 16,4 9 11 16,4 9 11 16,The best answer is 9. Hairdresser.,9. Hairdresser  11. Laborer  16. Salesperson,9. Hairdresser  11. Laborer  16. Salesperson,4. Craftsman  9. Hairdresser  11. Laborer  16. Salesperson,4. Craftsman  9. Hairdresser  11. Laborer  16. Salesperson
462,data/facet/images/imgs_3/sa_8552209.jpg,Hairdresser,9,8,1,Middle,9,9 15 16,9,9,9,The best answer is 9. Hairdresser.,9. Hairdresser  15. Repairman  16. Salesperson,9. Hairdresser,9. Hairdresser,9. Hairdresser
467,data/facet/images/imgs_3/sa_6729835.jpg,Hairdresser,9,8,2,Older,9,4 9 15,4 9 11 15,4 9 11 15,4 9 11 15,The best answer is 9. Hairdresser.,4. Craftsman  9. Hairdresser  15. Repairman,4. Craftsman  9. Hairdresser  11. Laborer  15. Repairman,4. Craftsman  9. Hairdresser  11. Laborer  15. Repairman,4. Craftsman  9. Hairdresser  11. Laborer  15. Repairman
1226,data/facet/images/imgs_3/sa_6388829.jpg,Hairdresser,9,8,1,Middle,9,9 11 15,9,9,9,The best answer is 9. Hairdresser.,9. Hairdresser  11. Laborer  15. Repairman,9. Hairdresser,9. Hairdresser,9. Hairdresser
222,data/facet/images/imgs_3/sa_6215368.jpg,Hairdresser,9,8,2,Older,9,4 9 16,4 9 11 16,4 9 11 16,4 9 11 15 16,The best answer is 9. Hairdresser.,4. Craftsman  9. Hairdresser  16. Salesperson,4. Craftsman  9. Hairdresser  11. Laborer  16. Salesperson,4. Craftsman  9. Hairdresser  11. Laborer  16. Salesperson,4. Craftsman  9. Hairdresser  11. Laborer  15. Repairman  16. Salesperson
961,data/facet/images/imgs_3/sa_9644406.jpg,Hairdresser,9,8,3,Unknown,9,9 11 15,9,9,9,The best answer is 9. Hairdresser.,9. Hairdresser  11. Laborer  15. Repairman,9. Hairdresser,9. Hairdresser,9. Hairdresser
227,data/facet/images/imgs_3/sa_8076734.jpg,Hairdresser,9,8,1,Middle,9,9 11 16,9 11 16,4 9 11 16,4 9 11 16,The best answer is 9. Hairdresser.,9. Hairdresser  11. Laborer  16. Salesperson,9. Hairdresser  11. Laborer  16. Salesperson,4. Craftsman  9. Hairdresser  11. Laborer  16. Salesperson,4. Craftsman  9. Hairdresser  11. Laborer  16. Salesperson
229,data/facet/images/imgs_3/sa_4477849.jpg,Hairdresser,9,8,0,Younger,9,4 9 16,4 5 6 9 11 16,4 9 11 16,4 9 11 16,The best answer is 9. Hairdresser.,4. Craftsman  9. Hairdresser  16. Salesperson,4. Craftsman  5. Farmer  6. Guard  9. Hairdresser  11. Laborer  16. Salesperson,4. Craftsman  9. Hairdresser  11. Laborer  16. Salesperson,4. Craftsman  9. Hairdresser  11. Laborer  16. Salesperson
262,data/facet/images/imgs_3/sa_4501234.jpg,Hairdresser,9,8,1,Middle,9,9 11 15,9,9 11 15,4 9 11 15,The best answer is 9. Hairdresser.,9. Hairdresser  11. Laborer  15. Repairman,9. Hairdresser,9. Hairdresser  11. Laborer  15. Repairman,4. Craftsman  9. Hairdresser  11. Laborer  15. Repairman
1198,data/facet/images/imgs_3/sa_9672735.jpg,Hairdresser,9,8,1,Middle,9,9 14 16,4 9 14 16,4 9 14 16,4 9 14 16,The best answer is 9. Hairdresser.,9. Hairdresser  14. Painter  16. Salesperson,4. Craftsman  9. Hairdresser  14. Painter  16. Salesperson,4. Craftsman  9. Hairdresser  14. Painter  16. Salesperson,4. Craftsman  9. Hairdresser  14. Painter  16. Salesperson
1221,data/facet/images/imgs_3/sa_5765006.jpg,Hairdresser,9,8,1,Middle,9,4 9 16,4 9 16,4 9 11 16,4 9 11 16,The best answer is 9. Hairdresser.,4. Craftsman  9. Hairdresser  16. Salesperson,4. Craftsman  9. Hairdresser  16. Salesperson,4. Craftsman  9. Hairdresser  11. Laborer  16. Salesperson,4. Craftsman  9. Hairdresser  11. Laborer  16. Salesperson
535,data/facet/images/imgs_3/sa_7104030.jpg,Hairdresser,9,8,1,Middle,9,4 9 11,9,9,4 9 11,The best answer is 9. Hairdresser.,4. Craftsman  9. Hairdresser  11. Laborer,9. Hairdresser,9. Hairdresser,4. Craftsman  9. Hairdresser  11. Laborer
1207,data/facet/images/imgs_3/sa_7299618.jpg,Hairdresser,9,8,0,Younger,9,9 11 15,9,9,9,The best answer is 9. Hairdresser.,9. Hairdresser  11. Laborer  15. Repairman,9. Hairdresser,9. Hairdresser,9. Hairdresser
568,data/facet/images/imgs_3/sa_9042497.jpg,Hairdresser,9,8,1,Middle,9,9 11 15,9,9,9 15,The best answer is 9. Hairdresser.,9. Hairdresser  11. Laborer  15. Repairman,9. Hairdresser,9. Hairdresser,9. Hairdresser  15. Repairman
896,data/facet/images/imgs_3/sa_6199404.jpg,Hairdresser,9,8,0,Younger,9,9 15 16,9 15,9 15,9,The best answer is 9. Hairdresser.,9. Hairdresser  15. Repairman  16. Salesperson,9. Hairdresser  15. Repairman,9. Hairdresser  15. Repairman,9. Hairdresser
880,data/facet/images/imgs_3/sa_8353651.jpg,Hairdresser,9,8,1,Middle,9,9 11 16,9,9,9 11,The best answer is 9. Hairdresser.,9. Hairdresser  11. Laborer  16. Salesperson,9. Hairdresser,9. Hairdresser,9. Hairdresser  11. Laborer
881,data/facet/images/imgs_3/sa_4855279.jpg,Hairdresser,9,8,1,Middle,9,9 11 15,9,9 11,4 9 11 15,The best answer is 9. Hairdresser.,9. Hairdresser  11. Laborer  15. Repairman,9. Hairdresser,9. Hairdresser  11. Laborer,4. Craftsman  9. Hairdresser  11. Laborer  15. Repairman
1249,data/facet/images/imgs_3/sa_9654549.jpg,Hairdresser,9,8,1,Middle,9,9 15 16,9 16,9 15 16,4 9 15 16,The best answer is 9. Hairdresser.,9. Hairdresser  15. Repairman  16. Salesperson,9. Hairdresser  16. Salesperson,9. Hairdresser  15. Repairman  16. Salesperson,4. Craftsman  9. Hairdresser  15. Repairman  16. Salesperson
588,data/facet/images/imgs_3/sa_6273787.jpg,Hairdresser,9,8,1,Middle,9,9 11 16,9 11 16,9 11 16,9 11 16,The best answer is 9. Hairdresser.,9. Hairdresser  11. Laborer  16. Salesperson,9. Hairdresser  11. Laborer  16. Salesperson,9. Hairdresser  11. Laborer  16. Salesperson,9. Hairdresser  11. Laborer  16. Salesperson
1256,data/facet/images/imgs_3/sa_7548784.jpg,Hairdresser,9,8,1,Middle,9,4 9 15,9 15,4 9 15,4 9 11 15,The best answer is 9. Hairdresser.,4. Craftsman  9. Hairdresser  15. Repairman,9. Hairdresser  15. Repairman,4. Craftsman  9. Hairdresser  15. Repairman,4. Craftsman  9. Hairdresser  11. Laborer  15. Repairman
171,data/facet/images/imgs_3/sa_8897983.jpg,Hairdresser,9,8,1,Middle,9,9 11 15,9,9 11,9 11 15,The best answer is 9. Hairdresser.,9. Hairdresser  11. Laborer  15. Repairman,9. Hairdresser,9. Hairdresser  11. Laborer,9. Hairdresser  11. Laborer  15. Repairman
873,data/facet/images/imgs_3/sa_7169229.jpg,Hairdresser,9,8,1,Middle,9,9 11 15,9 11,9 11,9 11,The best answer is 9. Hairdresser.,9. Hairdresser  11. Laborer  15. Repairman,9. Hairdresser  11. Laborer,9. Hairdresser  11. Laborer,9. Hairdresser  11. Laborer
470,data/facet/images/imgs_3/sa_8306907.jpg,Hairdresser,9,8,3,Unknown,9,9 11 16,9,9,9,The best answer is 9. Hairdresser.,9. Hairdresser  11. Laborer  16. Salesperson,9. Hairdresser,9. Hairdresser,9. Hairdresser
474,data/facet/images/imgs_3/sa_8093049.jpg,Hairdresser,9,8,0,Younger,9,9 11 15,9,9,9,The best answer is 9. Hairdresser.,9. Hairdresser  11. Laborer  15. Repairman,9. Hairdresser,9. Hairdresser,9. Hairdresser
369,data/facet/images/imgs_3/sa_7072705.jpg,Hairdresser,9,8,1,Middle,9,4 9 11,9,9,9,The best answer is 9. Hairdresser.,4. Craftsman  9. Hairdresser  11. Laborer,9. Hairdresser,9. Hairdresser,9. Hairdresser
370,data/facet/images/imgs_3/sa_934639.jpg,Hairdresser,9,8,3,Unknown,9,3 6 9,9,9,9,The best answer is 9. Hairdresser.,3. Computer User  6. Guard  9. Hairdresser,9. Hairdresser,9. Hairdresser,9. Hairdresser
148,data/facet/images/imgs_3/sa_6085842.jpg,Hairdresser,9,8,1,Middle,9,9 11 15,9,9,9 11,The best answer is 9. Hairdresser.,9. Hairdresser  11. Laborer  15. Repairman,9. Hairdresser,9. Hairdresser,9. Hairdresser  11. Laborer
130,data/facet/images/imgs_3/sa_7638303.jpg,Hairdresser,9,8,1,Middle,9,9 15 16,9,9,9,The best answer is 9. Hairdresser.,9. Hairdresser  15. Repairman  16. Salesperson,9. Hairdresser,9. Hairdresser,9. Hairdresser
755,data/facet/images/imgs_3/sa_5639457.jpg,Hairdresser,9,8,0,Younger,9,3 9 11,9,9,9,The best answer is 9. Hairdresser.,3. Computer User  9. Hairdresser  11. Laborer,9. Hairdresser,9. Hairdresser,9. Hairdresser
974,data/facet/images/imgs_3/sa_704393.jpg,Hairdresser,9,8,1,Middle,9,4 9 11,9,4 9,4 9 11 14,The best answer is 9. Hairdresser.,4. Craftsman  9. Hairdresser  11. Laborer,9. Hairdresser,4. Craftsman  9. Hairdresser,4. Craftsman  9. Hairdresser  11. Laborer  14. Painter
139,data/facet/images/imgs_3/sa_9865921.jpg,Hairdresser,9,8,1,Middle,11,5 9 11,5 9 11,4 5 9 11,4 5 9 11,The best answer is 9. Hairdresser.,5. Farmer  9. Hairdresser  11. Laborer,5. Farmer  9. Hairdresser  11. Laborer,4. Craftsman  5. Farmer  9. Hairdresser  11. Laborer,4. Craftsman  5. Farmer  9. Hairdresser  11. Laborer
342,data/facet/images/imgs_3/sa_4386313.jpg,Hairdresser,9,8,0,Younger,9,9 11 15,9,9,9,The best answer is 9. Hairdresser.,9. Hairdresser  11. Laborer  15. Repairman,9. Hairdresser,9. Hairdresser,9. Hairdresser
1335,data/facet/images/imgs_3/sa_5286611.jpg,Hairdresser,9,8,1,Middle,9,4 9 15,9,9,9,The best answer is 9. Hairdresser.,4. Craftsman  9. Hairdresser  15. Repairman,9. Hairdresser,9. Hairdresser,9. Hairdresser
61,data/facet/images/imgs_3/sa_5165365.jpg,Hairdresser,9,8,1,Middle,9,9 11 15,9 15,9 15,4 9 11 15,The best answer is 9. Hairdresser.,9. Hairdresser  11. Laborer  15. Repairman,9. Hairdresser  15. Repairman,9. Hairdresser  15. Repairman,4. Craftsman  9. Hairdresser  11. Laborer  15. Repairman
38,data/facet/images/imgs_3/sa_8341048.jpg,Hairdresser,9,8,2,Older,9,4 9 15,9,9,4 9 11 15,The best answer is 9. Hairdresser.,4. Craftsman  9. Hairdresser  15. Repairman,9. Hairdresser,9. Hairdresser,4. Craftsman  9. Hairdresser  11. Laborer  15. Repairman
39,data/facet/images/imgs_3/sa_6818163.jpg,Hairdresser,9,8,2,Older,9,4 9 15,4 9 15,4 9 15,4 6 9 15 16,The best answer is 9. Hairdresser.,4. Craftsman  9. Hairdresser  15. Repairman,4. Craftsman  9. Hairdresser  15. Repairman,4. Craftsman  9. Hairdresser  15. Repairman,4. Craftsman  6. Guard  9. Hairdresser  15. Repairman  16. Salesperson
25,data/facet/images/imgs_3/sa_5311548.jpg,Hairdresser,9,8,1,Middle,9,9 15 16,9,9,9,The best answer is 9. Hairdresser.,9. Hairdresser  15. Repairman  16. Salesperson,9. Hairdresser,9. Hairdresser,9. Hairdresser
28,data/facet/images/imgs_3/sa_4766449.jpg,Hairdresser,9,8,1,Middle,9,4 6 9,9,9,6 9,The best answer is 9. Hairdresser.,4. Craftsman  6. Guard  9. Hairdresser,9. Hairdresser,9. Hairdresser,6. Guard  9. Hairdresser
1363,data/facet/images/imgs_3/sa_4774424.jpg,Hairdresser,9,8,1,Middle,9,4 9 15,9,9,9,The best answer is 9. Hairdresser.,4. Craftsman  9. Hairdresser  15. Repairman,9. Hairdresser,9. Hairdresser,9. Hairdresser
1183,data/facet/images/imgs_3/sa_5518827.jpg,Hairdresser,9,8,2,Older,9,4 9 16,9,9,4 9 11 15 16,The best answer is 9. Hairdresser.,4. Craftsman  9. Hairdresser  16. Salesperson,9. Hairdresser,9. Hairdresser,4. Craftsman  9. Hairdresser  11. Laborer  15. Repairman  16. Salesperson
1188,data/facet/images/imgs_3/sa_6828667.jpg,Hairdresser,9,8,3,Unknown,9,9 11 16,9 11,9 11,9,The best answer is 9. Hairdresser.,9. Hairdresser  11. Laborer  16. Salesperson,9. Hairdresser  11. Laborer,9. Hairdresser  11. Laborer,9. Hairdresser
808,data/facet/images/imgs_3/sa_9360100.jpg,Hairdresser,9,8,1,Middle,9,4 9 11,9,9,9,The best answer is 9. Hairdresser.,4. Craftsman  9. Hairdresser  11. Laborer,9. Hairdresser,9. Hairdresser,9. Hairdresser
731,data/facet/images/imgs_3/sa_8836682.jpg,Hairdresser,9,8,1,Middle,9,9 11 15,9,9 11,9 11 15,The best answer is 9. Hairdresser.,9. Hairdresser  11. Laborer  15. Repairman,9. Hairdresser,9. Hairdresser  11. Laborer,9. Hairdresser  11. Laborer  15. Repairman
103,data/facet/images/imgs_3/sa_5243768.jpg,Hairdresser,9,8,1,Middle,9,9 11 16,9,9 11,9 11 16,The best answer is 9. Hairdresser.,9. Hairdresser  11. Laborer  16. Salesperson,9. Hairdresser,9. Hairdresser  11. Laborer,9. Hairdresser  11. Laborer  16. Salesperson
1021,data/facet/images/imgs_3/sa_515129.jpg,Hairdresser,9,8,1,Middle,9,4 9 11,4 9 11,4 9 11 15,4 9 11 15,The best answer is 9. Hairdresser.,4. Craftsman  9. Hairdresser  11. Laborer,4. Craftsman  9. Hairdresser  11. Laborer,4. Craftsman  9. Hairdresser  11. Laborer  15. Repairman,4. Craftsman  9. Hairdresser  11. Laborer  15. Repairman
425,data/facet/images/imgs_3/sa_4433491.jpg,Hairdresser,9,8,1,Middle,9,4 9 15,9 15,4 9 11 15,4 9 11 15,The best answer is 9. Hairdresser.,4. Craftsman  9. Hairdresser  15. Repairman,9. Hairdresser  15. Repairman,4. Craftsman  9. Hairdresser  11. Laborer  15. Repairman,4. Craftsman  9. Hairdresser  11. Laborer  15. Repairman
429,data/facet/images/imgs_3/sa_737577.jpg,Hairdresser,9,8,3,Unknown,9,1 3 9,1 3 9 14,1 3 9 14,1 3 9 14,The best answer is 9. Hairdresser.,1. Backpacker  3. Computer User  9. Hairdresser,1. Backpacker  3. Computer User  9. Hairdresser  14. Painter,1. Backpacker  3. Computer User  9. Hairdresser  14. Painter,1. Backpacker  3. Computer User  9. Hairdresser  14. Painter
311,data/facet/images/imgs_3/sa_8168477.jpg,Hairdresser,9,8,0,Younger,9,2 9 11,9,2 9 11,9,The best answer is 9. Hairdresser.,2. Boatman  9. Hairdresser  11. Laborer,9. Hairdresser,2. Boatman  9. Hairdresser  11. Laborer,9. Hairdresser
393,data/facet/images/imgs_3/sa_10705018.jpg,Horse Rider,10,9,0,Younger,10,5 8 10,3 5 8 10 12,3 5 8 10,8 10,The best answer is 10. Horse Rider.,5. Farmer  8. Gymnast  10. Horse Rider,3. Computer User  5. Farmer  8. Gymnast  10. Horse Rider  12. Officer,3. Computer User  5. Farmer  8. Gymnast  10. Horse Rider,8. Gymnast  10. Horse Rider
394,data/facet/images/imgs_2/sa_9582529.jpg,Horse Rider,10,9,1,Middle,10,6 10 12,10 12,10 12,6 10 12,The best answer is 10. Horse Rider.,6. Guard  10. Horse Rider  12. Officer,10. Horse Rider  12. Officer,10. Horse Rider  12. Officer,6. Guard  10. Horse Rider  12. Officer
500,data/facet/images/imgs_2/sa_9477808.jpg,Horse Rider,10,9,1,Middle,10,8 10 20,10,8 10,8 10,The best answer is 10. Horse Rider.,8. Gymnast  10. Horse Rider  20. Tennis Player,10. Horse Rider,8. Gymnast  10. Horse Rider,8. Gymnast  10. Horse Rider
1132,data/facet/images/imgs_2/sa_8713769.jpg,Horse Rider,10,9,1,Middle,10,1 2 10,1 2 10,1 2 10 16,1 2 10 16,The best answer is 10. Horse Rider.,1. Backpacker  2. Boatman  10. Horse Rider,1. Backpacker  2. Boatman  10. Horse Rider,1. Backpacker  2. Boatman  10. Horse Rider  16. Salesperson,1. Backpacker  2. Boatman  10. Horse Rider  16. Salesperson
507,data/facet/images/imgs_3/sa_1120303.jpg,Horse Rider,10,9,0,Younger,10,6 10 12,10,6 10,10,The best answer is 10. Horse Rider.,6. Guard  10. Horse Rider  12. Officer,10. Horse Rider,6. Guard  10. Horse Rider,10. Horse Rider
1099,data/facet/images/imgs_3/sa_1589129.jpg,Horse Rider,10,9,0,Younger,10,8 10 12,10,10,10,The best answer is 10. Horse Rider.,8. Gymnast  10. Horse Rider  12. Officer,10. Horse Rider,10. Horse Rider,10. Horse Rider
800,data/facet/images/imgs_3/sa_1146216.jpg,Horse Rider,10,9,0,Younger,10,10 12 13,10 12,10 12 13,10 12,The best answer is 10. Horse Rider.,10. Horse Rider  12. Officer  13. Motorcyclist,10. Horse Rider  12. Officer,10. Horse Rider  12. Officer  13. Motorcyclist,10. Horse Rider  12. Officer
720,data/facet/images/imgs_3/sa_1047536.jpg,Horse Rider,10,9,0,Younger,10,8 10 12,10 12,8 10 12,10,The best answer is 10. Horse Rider.,8. Gymnast  10. Horse Rider  12. Officer,10. Horse Rider  12. Officer,8. Gymnast  10. Horse Rider  12. Officer,10. Horse Rider
792,data/facet/images/imgs_3/sa_2586938.jpg,Horse Rider,10,9,3,Unknown,10,10 11 12,10,10,10,The best answer is 10. Horse Rider.,10. Horse Rider  11. Laborer  12. Officer,10. Horse Rider,10. Horse Rider,10. Horse Rider
1351,data/facet/images/imgs_2/sa_9257644.jpg,Horse Rider,10,9,1,Middle,10,8 10 12,8 10,8 10,8 10,The best answer is 10. Horse Rider.,8. Gymnast  10. Horse Rider  12. Officer,8. Gymnast  10. Horse Rider,8. Gymnast  10. Horse Rider,8. Gymnast  10. Horse Rider
1313,data/facet/images/imgs_3/sa_2622195.jpg,Horse Rider,10,9,0,Younger,10,8 10 20,10,8 10 20,10,The best answer is 10. Horse Rider.,8. Gymnast  10. Horse Rider  20. Tennis Player,10. Horse Rider,8. Gymnast  10. Horse Rider  20. Tennis Player,10. Horse Rider
809,data/facet/images/imgs_3/sa_3187973.jpg,Horse Rider,10,9,1,Middle,10,5 8 10,5 8 10 12,5 8 10 12,5 8 10 12,The best answer is 10. Horse Rider.,5. Farmer  8. Gymnast  10. Horse Rider,5. Farmer  8. Gymnast  10. Horse Rider  12. Officer,5. Farmer  8. Gymnast  10. Horse Rider  12. Officer,5. Farmer  8. Gymnast  10. Horse Rider  12. Officer
715,data/facet/images/imgs_2/sa_8622881.jpg,Horse Rider,10,9,1,Middle,10,6 8 10,8 10,6 8 10 12,6 8 10 12,The best answer is 10. Horse Rider.,6. Guard  8. Gymnast  10. Horse Rider,8. Gymnast  10. Horse Rider,6. Guard  8. Gymnast  10. Horse Rider  12. Officer,6. Guard  8. Gymnast  10. Horse Rider  12. Officer
453,data/facet/images/imgs_3/sa_11061684.jpg,Horse Rider,10,9,0,Younger,10,5 10 12,10,10 12,10,The best answer is 10. Horse Rider.,5. Farmer  10. Horse Rider  12. Officer,10. Horse Rider,10. Horse Rider  12. Officer,10. Horse Rider
976,data/facet/images/imgs_3/sa_2092483.jpg,Horse Rider,10,9,3,Unknown,10,2 5 10,10,1 2 5 10,2 5 10,The best answer is 10. Horse Rider.,2. Boatman  5. Farmer  10. Horse Rider,10. Horse Rider,1. Backpacker  2. Boatman  5. Farmer  10. Horse Rider,2. Boatman  5. Farmer  10. Horse Rider
986,data/facet/images/imgs_3/sa_1856456.jpg,Horse Rider,10,9,3,Unknown,10,6 10 12,10 12,3 6 10 12,3 6 10 12,The best answer is 10. Horse Rider.,6. Guard  10. Horse Rider  12. Officer,10. Horse Rider  12. Officer,3. Computer User  6. Guard  10. Horse Rider  12. Officer,3. Computer User  6. Guard  10. Horse Rider  12. Officer
830,data/facet/images/imgs_3/sa_10002330.jpg,Horse Rider,10,9,1,Middle,10,5 8 10,8 10,5 8 10,5 8 10 20,The best answer is 10. Horse Rider.,5. Farmer  8. Gymnast  10. Horse Rider,8. Gymnast  10. Horse Rider,5. Farmer  8. Gymnast  10. Horse Rider,5. Farmer  8. Gymnast  10. Horse Rider  20. Tennis Player
434,data/facet/images/imgs_3/sa_2402861.jpg,Horse Rider,10,9,1,Middle,10,8 10 20,8 10 12 20,8 10 12 20,8 10 12 20,The best answer is 10. Horse Rider.,8. Gymnast  10. Horse Rider  20. Tennis Player,8. Gymnast  10. Horse Rider  12. Officer  20. Tennis Player,8. Gymnast  10. Horse Rider  12. Officer  20. Tennis Player,8. Gymnast  10. Horse Rider  12. Officer  20. Tennis Player
964,data/facet/images/imgs_3/sa_2931248.jpg,Horse Rider,10,9,1,Middle,10,2 10 12,10 12,2 6 10 12,2 6 10 12,The best answer is 10. Horse Rider.,2. Boatman  10. Horse Rider  12. Officer,10. Horse Rider  12. Officer,2. Boatman  6. Guard  10. Horse Rider  12. Officer,2. Boatman  6. Guard  10. Horse Rider  12. Officer
940,data/facet/images/imgs_3/sa_2398853.jpg,Horse Rider,10,9,3,Unknown,10,5 8 10,10,5 8 10,8 10,The best answer is 10. Horse Rider.,5. Farmer  8. Gymnast  10. Horse Rider,10. Horse Rider,5. Farmer  8. Gymnast  10. Horse Rider,8. Gymnast  10. Horse Rider
54,data/facet/images/imgs_3/sa_2041872.jpg,Horse Rider,10,9,3,Unknown,10,8 10 20,10,8 10,8 10,The best answer is 10. Horse Rider.,8. Gymnast  10. Horse Rider  20. Tennis Player,10. Horse Rider,8. Gymnast  10. Horse Rider,8. Gymnast  10. Horse Rider
1393,data/facet/images/imgs_3/sa_2129531.jpg,Horse Rider,10,9,0,Younger,10,5 10 12,10,5 10,10,The best answer is 10. Horse Rider.,5. Farmer  10. Horse Rider  12. Officer,10. Horse Rider,5. Farmer  10. Horse Rider,10. Horse Rider
5,data/facet/images/imgs_3/sa_10935185.jpg,Horse Rider,10,9,0,Younger,10,5 10 12,10 12,10 12,10,The best answer is 10. Horse Rider.,5. Farmer  10. Horse Rider  12. Officer,10. Horse Rider  12. Officer,10. Horse Rider  12. Officer,10. Horse Rider
154,data/facet/images/imgs_3/sa_2208292.jpg,Horse Rider,10,9,1,Middle,10,8 10 20,10,8 10,8 10 12 20,The best answer is 10. Horse Rider.,8. Gymnast  10. Horse Rider  20. Tennis Player,10. Horse Rider,8. Gymnast  10. Horse Rider,8. Gymnast  10. Horse Rider  12. Officer  20. Tennis Player
1250,data/facet/images/imgs_3/sa_1191450.jpg,Horse Rider,10,9,3,Unknown,10,8 10 20,10,8 10 20,10 20,The best answer is 10. Horse Rider.,8. Gymnast  10. Horse Rider  20. Tennis Player,10. Horse Rider,8. Gymnast  10. Horse Rider  20. Tennis Player,10. Horse Rider  20. Tennis Player
589,data/facet/images/imgs_2/sa_9643117.jpg,Horse Rider,10,9,3,Unknown,10,8 10 12,10,10,10,The best answer is 10. Horse Rider.,8. Gymnast  10. Horse Rider  12. Officer,10. Horse Rider,10. Horse Rider,10. Horse Rider
560,data/facet/images/imgs_3/sa_1570682.jpg,Horse Rider,10,9,0,Younger,10,8 10 20,8 10,8 10 20,10,The best answer is 10. Horse Rider.,8. Gymnast  10. Horse Rider  20. Tennis Player,8. Gymnast  10. Horse Rider,8. Gymnast  10. Horse Rider  20. Tennis Player,10. Horse Rider
374,data/facet/images/imgs_3/sa_3164436.jpg,Horse Rider,10,9,1,Middle,10,10 11 12,10,10 11,10 11 12,The best answer is 10. Horse Rider.,10. Horse Rider  11. Laborer  12. Officer,10. Horse Rider,10. Horse Rider  11. Laborer,10. Horse Rider  11. Laborer  12. Officer
846,data/facet/images/imgs_3/sa_1179404.jpg,Horse Rider,10,9,3,Unknown,6,6 10 12,6,6,6,The best answer is 10. Horse Rider.,6. Guard  10. Horse Rider  12. Officer,6. Guard,6. Guard,6. Guard
390,data/facet/images/imgs_3/sa_10624956.jpg,Horse Rider,10,9,1,Middle,10,6 10 12,6 10 12,6 10 12,6 10 12,The best answer is 10. Horse Rider.,6. Guard  10. Horse Rider  12. Officer,6. Guard  10. Horse Rider  12. Officer,6. Guard  10. Horse Rider  12. Officer,6. Guard  10. Horse Rider  12. Officer
391,data/facet/images/imgs_3/sa_10612841.jpg,Horse Rider,10,9,1,Middle,10,4 10 12,10 12,3 4 10 12,3 4 10 12,The best answer is 10. Horse Rider.,4. Craftsman  10. Horse Rider  12. Officer,10. Horse Rider  12. Officer,3. Computer User  4. Craftsman  10. Horse Rider  12. Officer,3. Computer User  4. Craftsman  10. Horse Rider  12. Officer
